REPORTE DE VACUNACIÓN COVID-19
Fecha de generación: 21/8/2025 18:56:04
================================

RESUMEN EJECUTIVO:
- Total ciudadanos: 500
- No vacunados: 350 (70,0%)
- Con esquema completo: 114 (22,8%)
- Solo Pfizer: 75
- Solo AstraZeneca: 75

CIUDADANOS NO VACUNADOS (350 registros):
-------------------------------------------
ID: 1, Nombre: Ciudadano 1, Cédula: 1700000001
ID: 76, Nombre: Ciudadano 76, Cédula: 1700000076
ID: 77, Nombre: Ciudadano 77, Cédula: 1700000077
ID: 80, Nombre: Ciudadano 80, Cédula: 1700000080
ID: 83, Nombre: Ciudadano 83, Cédula: 1700000083
ID: 85, Nombre: Ciudadano 85, Cédula: 1700000085
ID: 86, Nombre: Ciudadano 86, Cédula: 1700000086
ID: 87, Nombre: Ciudadano 87, Cédula: 1700000087
ID: 88, Nombre: Ciudadano 88, Cédula: 1700000088
ID: 92, Nombre: Ciudadano 92, Cédula: 1700000092
ID: 93, Nombre: Ciudadano 93, Cédula: 1700000093
ID: 94, Nombre: Ciudadano 94, Cédula: 1700000094
ID: 96, Nombre: Ciudadano 96, Cédula: 1700000096
ID: 97, Nombre: Ciudadano 97, Cédula: 1700000097
ID: 99, Nombre: Ciudadano 99, Cédula: 1700000099
ID: 101, Nombre: Ciudadano 101, Cédula: 1700000101
ID: 102, Nombre: Ciudadano 102, Cédula: 1700000102
ID: 103, Nombre: Ciudadano 103, Cédula: 1700000103
ID: 104, Nombre: Ciudadano 104, Cédula: 1700000104
ID: 106, Nombre: Ciudadano 106, Cédula: 1700000106
ID: 107, Nombre: Ciudadano 107, Cédula: 1700000107
ID: 108, Nombre: Ciudadano 108, Cédula: 1700000108
ID: 109, Nombre: Ciudadano 109, Cédula: 1700000109
ID: 111, Nombre: Ciudadano 111, Cédula: 1700000111
ID: 112, Nombre: Ciudadano 112, Cédula: 1700000112
ID: 115, Nombre: Ciudadano 115, Cédula: 1700000115
ID: 116, Nombre: Ciudadano 116, Cédula: 1700000116
ID: 117, Nombre: Ciudadano 117, Cédula: 1700000117
ID: 118, Nombre: Ciudadano 118, Cédula: 1700000118
ID: 119, Nombre: Ciudadano 119, Cédula: 1700000119
ID: 120, Nombre: Ciudadano 120, Cédula: 1700000120
ID: 121, Nombre: Ciudadano 121, Cédula: 1700000121
ID: 122, Nombre: Ciudadano 122, Cédula: 1700000122
ID: 124, Nombre: Ciudadano 124, Cédula: 1700000124
ID: 125, Nombre: Ciudadano 125, Cédula: 1700000125
ID: 126, Nombre: Ciudadano 126, Cédula: 1700000126
ID: 128, Nombre: Ciudadano 128, Cédula: 1700000128
ID: 129, Nombre: Ciudadano 129, Cédula: 1700000129
ID: 132, Nombre: Ciudadano 132, Cédula: 1700000132
ID: 133, Nombre: Ciudadano 133, Cédula: 1700000133
ID: 134, Nombre: Ciudadano 134, Cédula: 1700000134
ID: 135, Nombre: Ciudadano 135, Cédula: 1700000135
ID: 136, Nombre: Ciudadano 136, Cédula: 1700000136
ID: 139, Nombre: Ciudadano 139, Cédula: 1700000139
ID: 142, Nombre: Ciudadano 142, Cédula: 1700000142
ID: 143, Nombre: Ciudadano 143, Cédula: 1700000143
ID: 144, Nombre: Ciudadano 144, Cédula: 1700000144
ID: 146, Nombre: Ciudadano 146, Cédula: 1700000146
ID: 147, Nombre: Ciudadano 147, Cédula: 1700000147
ID: 149, Nombre: Ciudadano 149, Cédula: 1700000149
ID: 150, Nombre: Ciudadano 150, Cédula: 1700000150
ID: 152, Nombre: Ciudadano 152, Cédula: 1700000152
ID: 153, Nombre: Ciudadano 153, Cédula: 1700000153
ID: 156, Nombre: Ciudadano 156, Cédula: 1700000156
ID: 157, Nombre: Ciudadano 157, Cédula: 1700000157
ID: 159, Nombre: Ciudadano 159, Cédula: 1700000159
ID: 162, Nombre: Ciudadano 162, Cédula: 1700000162
ID: 163, Nombre: Ciudadano 163, Cédula: 1700000163
ID: 164, Nombre: Ciudadano 164, Cédula: 1700000164
ID: 165, Nombre: Ciudadano 165, Cédula: 1700000165
ID: 166, Nombre: Ciudadano 166, Cédula: 1700000166
ID: 167, Nombre: Ciudadano 167, Cédula: 1700000167
ID: 168, Nombre: Ciudadano 168, Cédula: 1700000168
ID: 169, Nombre: Ciudadano 169, Cédula: 1700000169
ID: 171, Nombre: Ciudadano 171, Cédula: 1700000171
ID: 172, Nombre: Ciudadano 172, Cédula: 1700000172
ID: 174, Nombre: Ciudadano 174, Cédula: 1700000174
ID: 175, Nombre: Ciudadano 175, Cédula: 1700000175
ID: 176, Nombre: Ciudadano 176, Cédula: 1700000176
ID: 177, Nombre: Ciudadano 177, Cédula: 1700000177
ID: 178, Nombre: Ciudadano 178, Cédula: 1700000178
ID: 179, Nombre: Ciudadano 179, Cédula: 1700000179
ID: 180, Nombre: Ciudadano 180, Cédula: 1700000180
ID: 181, Nombre: Ciudadano 181, Cédula: 1700000181
ID: 183, Nombre: Ciudadano 183, Cédula: 1700000183
ID: 185, Nombre: Ciudadano 185, Cédula: 1700000185
ID: 188, Nombre: Ciudadano 188, Cédula: 1700000188
ID: 190, Nombre: Ciudadano 190, Cédula: 1700000190
ID: 191, Nombre: Ciudadano 191, Cédula: 1700000191
ID: 192, Nombre: Ciudadano 192, Cédula: 1700000192
ID: 193, Nombre: Ciudadano 193, Cédula: 1700000193
ID: 194, Nombre: Ciudadano 194, Cédula: 1700000194
ID: 196, Nombre: Ciudadano 196, Cédula: 1700000196
ID: 197, Nombre: Ciudadano 197, Cédula: 1700000197
ID: 198, Nombre: Ciudadano 198, Cédula: 1700000198
ID: 199, Nombre: Ciudadano 199, Cédula: 1700000199
ID: 200, Nombre: Ciudadano 200, Cédula: 1700000200
ID: 201, Nombre: Ciudadano 201, Cédula: 1700000201
ID: 203, Nombre: Ciudadano 203, Cédula: 1700000203
ID: 204, Nombre: Ciudadano 204, Cédula: 1700000204
ID: 205, Nombre: Ciudadano 205, Cédula: 1700000205
ID: 206, Nombre: Ciudadano 206, Cédula: 1700000206
ID: 207, Nombre: Ciudadano 207, Cédula: 1700000207
ID: 208, Nombre: Ciudadano 208, Cédula: 1700000208
ID: 209, Nombre: Ciudadano 209, Cédula: 1700000209
ID: 210, Nombre: Ciudadano 210, Cédula: 1700000210
ID: 211, Nombre: Ciudadano 211, Cédula: 1700000211
ID: 213, Nombre: Ciudadano 213, Cédula: 1700000213
ID: 215, Nombre: Ciudadano 215, Cédula: 1700000215
ID: 216, Nombre: Ciudadano 216, Cédula: 1700000216
ID: 217, Nombre: Ciudadano 217, Cédula: 1700000217
ID: 218, Nombre: Ciudadano 218, Cédula: 1700000218
ID: 219, Nombre: Ciudadano 219, Cédula: 1700000219
ID: 220, Nombre: Ciudadano 220, Cédula: 1700000220
ID: 221, Nombre: Ciudadano 221, Cédula: 1700000221
ID: 222, Nombre: Ciudadano 222, Cédula: 1700000222
ID: 224, Nombre: Ciudadano 224, Cédula: 1700000224
ID: 225, Nombre: Ciudadano 225, Cédula: 1700000225
ID: 227, Nombre: Ciudadano 227, Cédula: 1700000227
ID: 228, Nombre: Ciudadano 228, Cédula: 1700000228
ID: 229, Nombre: Ciudadano 229, Cédula: 1700000229
ID: 230, Nombre: Ciudadano 230, Cédula: 1700000230
ID: 231, Nombre: Ciudadano 231, Cédula: 1700000231
ID: 232, Nombre: Ciudadano 232, Cédula: 1700000232
ID: 233, Nombre: Ciudadano 233, Cédula: 1700000233
ID: 234, Nombre: Ciudadano 234, Cédula: 1700000234
ID: 235, Nombre: Ciudadano 235, Cédula: 1700000235
ID: 236, Nombre: Ciudadano 236, Cédula: 1700000236
ID: 237, Nombre: Ciudadano 237, Cédula: 1700000237
ID: 238, Nombre: Ciudadano 238, Cédula: 1700000238
ID: 239, Nombre: Ciudadano 239, Cédula: 1700000239
ID: 240, Nombre: Ciudadano 240, Cédula: 1700000240
ID: 241, Nombre: Ciudadano 241, Cédula: 1700000241
ID: 242, Nombre: Ciudadano 242, Cédula: 1700000242
ID: 244, Nombre: Ciudadano 244, Cédula: 1700000244
ID: 246, Nombre: Ciudadano 246, Cédula: 1700000246
ID: 248, Nombre: Ciudadano 248, Cédula: 1700000248
ID: 250, Nombre: Ciudadano 250, Cédula: 1700000250
ID: 251, Nombre: Ciudadano 251, Cédula: 1700000251
ID: 252, Nombre: Ciudadano 252, Cédula: 1700000252
ID: 254, Nombre: Ciudadano 254, Cédula: 1700000254
ID: 255, Nombre: Ciudadano 255, Cédula: 1700000255
ID: 256, Nombre: Ciudadano 256, Cédula: 1700000256
ID: 259, Nombre: Ciudadano 259, Cédula: 1700000259
ID: 260, Nombre: Ciudadano 260, Cédula: 1700000260
ID: 261, Nombre: Ciudadano 261, Cédula: 1700000261
ID: 262, Nombre: Ciudadano 262, Cédula: 1700000262
ID: 265, Nombre: Ciudadano 265, Cédula: 1700000265
ID: 266, Nombre: Ciudadano 266, Cédula: 1700000266
ID: 267, Nombre: Ciudadano 267, Cédula: 1700000267
ID: 269, Nombre: Ciudadano 269, Cédula: 1700000269
ID: 271, Nombre: Ciudadano 271, Cédula: 1700000271
ID: 272, Nombre: Ciudadano 272, Cédula: 1700000272
ID: 273, Nombre: Ciudadano 273, Cédula: 1700000273
ID: 274, Nombre: Ciudadano 274, Cédula: 1700000274
ID: 275, Nombre: Ciudadano 275, Cédula: 1700000275
ID: 276, Nombre: Ciudadano 276, Cédula: 1700000276
ID: 277, Nombre: Ciudadano 277, Cédula: 1700000277
ID: 279, Nombre: Ciudadano 279, Cédula: 1700000279
ID: 280, Nombre: Ciudadano 280, Cédula: 1700000280
ID: 281, Nombre: Ciudadano 281, Cédula: 1700000281
ID: 282, Nombre: Ciudadano 282, Cédula: 1700000282
ID: 283, Nombre: Ciudadano 283, Cédula: 1700000283
ID: 284, Nombre: Ciudadano 284, Cédula: 1700000284
ID: 285, Nombre: Ciudadano 285, Cédula: 1700000285
ID: 286, Nombre: Ciudadano 286, Cédula: 1700000286
ID: 290, Nombre: Ciudadano 290, Cédula: 1700000290
ID: 292, Nombre: Ciudadano 292, Cédula: 1700000292
ID: 293, Nombre: Ciudadano 293, Cédula: 1700000293
ID: 295, Nombre: Ciudadano 295, Cédula: 1700000295
ID: 297, Nombre: Ciudadano 297, Cédula: 1700000297
ID: 299, Nombre: Ciudadano 299, Cédula: 1700000299
ID: 301, Nombre: Ciudadano 301, Cédula: 1700000301
ID: 302, Nombre: Ciudadano 302, Cédula: 1700000302
ID: 303, Nombre: Ciudadano 303, Cédula: 1700000303
ID: 304, Nombre: Ciudadano 304, Cédula: 1700000304
ID: 305, Nombre: Ciudadano 305, Cédula: 1700000305
ID: 307, Nombre: Ciudadano 307, Cédula: 1700000307
ID: 308, Nombre: Ciudadano 308, Cédula: 1700000308
ID: 309, Nombre: Ciudadano 309, Cédula: 1700000309
ID: 311, Nombre: Ciudadano 311, Cédula: 1700000311
ID: 312, Nombre: Ciudadano 312, Cédula: 1700000312
ID: 314, Nombre: Ciudadano 314, Cédula: 1700000314
ID: 316, Nombre: Ciudadano 316, Cédula: 1700000316
ID: 317, Nombre: Ciudadano 317, Cédula: 1700000317
ID: 318, Nombre: Ciudadano 318, Cédula: 1700000318
ID: 319, Nombre: Ciudadano 319, Cédula: 1700000319
ID: 321, Nombre: Ciudadano 321, Cédula: 1700000321
ID: 322, Nombre: Ciudadano 322, Cédula: 1700000322
ID: 324, Nombre: Ciudadano 324, Cédula: 1700000324
ID: 325, Nombre: Ciudadano 325, Cédula: 1700000325
ID: 326, Nombre: Ciudadano 326, Cédula: 1700000326
ID: 327, Nombre: Ciudadano 327, Cédula: 1700000327
ID: 328, Nombre: Ciudadano 328, Cédula: 1700000328
ID: 329, Nombre: Ciudadano 329, Cédula: 1700000329
ID: 330, Nombre: Ciudadano 330, Cédula: 1700000330
ID: 331, Nombre: Ciudadano 331, Cédula: 1700000331
ID: 333, Nombre: Ciudadano 333, Cédula: 1700000333
ID: 334, Nombre: Ciudadano 334, Cédula: 1700000334
ID: 335, Nombre: Ciudadano 335, Cédula: 1700000335
ID: 336, Nombre: Ciudadano 336, Cédula: 1700000336
ID: 338, Nombre: Ciudadano 338, Cédula: 1700000338
ID: 339, Nombre: Ciudadano 339, Cédula: 1700000339
ID: 340, Nombre: Ciudadano 340, Cédula: 1700000340
ID: 341, Nombre: Ciudadano 341, Cédula: 1700000341
ID: 342, Nombre: Ciudadano 342, Cédula: 1700000342
ID: 344, Nombre: Ciudadano 344, Cédula: 1700000344
ID: 345, Nombre: Ciudadano 345, Cédula: 1700000345
ID: 346, Nombre: Ciudadano 346, Cédula: 1700000346
ID: 347, Nombre: Ciudadano 347, Cédula: 1700000347
ID: 348, Nombre: Ciudadano 348, Cédula: 1700000348
ID: 349, Nombre: Ciudadano 349, Cédula: 1700000349
ID: 351, Nombre: Ciudadano 351, Cédula: 1700000351
ID: 352, Nombre: Ciudadano 352, Cédula: 1700000352
ID: 353, Nombre: Ciudadano 353, Cédula: 1700000353
ID: 354, Nombre: Ciudadano 354, Cédula: 1700000354
ID: 355, Nombre: Ciudadano 355, Cédula: 1700000355
ID: 356, Nombre: Ciudadano 356, Cédula: 1700000356
ID: 360, Nombre: Ciudadano 360, Cédula: 1700000360
ID: 361, Nombre: Ciudadano 361, Cédula: 1700000361
ID: 362, Nombre: Ciudadano 362, Cédula: 1700000362
ID: 363, Nombre: Ciudadano 363, Cédula: 1700000363
ID: 364, Nombre: Ciudadano 364, Cédula: 1700000364
ID: 366, Nombre: Ciudadano 366, Cédula: 1700000366
ID: 367, Nombre: Ciudadano 367, Cédula: 1700000367
ID: 368, Nombre: Ciudadano 368, Cédula: 1700000368
ID: 369, Nombre: Ciudadano 369, Cédula: 1700000369
ID: 370, Nombre: Ciudadano 370, Cédula: 1700000370
ID: 371, Nombre: Ciudadano 371, Cédula: 1700000371
ID: 373, Nombre: Ciudadano 373, Cédula: 1700000373
ID: 374, Nombre: Ciudadano 374, Cédula: 1700000374
ID: 376, Nombre: Ciudadano 376, Cédula: 1700000376
ID: 377, Nombre: Ciudadano 377, Cédula: 1700000377
ID: 378, Nombre: Ciudadano 378, Cédula: 1700000378
ID: 379, Nombre: Ciudadano 379, Cédula: 1700000379
ID: 380, Nombre: Ciudadano 380, Cédula: 1700000380
ID: 381, Nombre: Ciudadano 381, Cédula: 1700000381
ID: 382, Nombre: Ciudadano 382, Cédula: 1700000382
ID: 383, Nombre: Ciudadano 383, Cédula: 1700000383
ID: 384, Nombre: Ciudadano 384, Cédula: 1700000384
ID: 385, Nombre: Ciudadano 385, Cédula: 1700000385
ID: 386, Nombre: Ciudadano 386, Cédula: 1700000386
ID: 387, Nombre: Ciudadano 387, Cédula: 1700000387
ID: 388, Nombre: Ciudadano 388, Cédula: 1700000388
ID: 389, Nombre: Ciudadano 389, Cédula: 1700000389
ID: 391, Nombre: Ciudadano 391, Cédula: 1700000391
ID: 392, Nombre: Ciudadano 392, Cédula: 1700000392
ID: 394, Nombre: Ciudadano 394, Cédula: 1700000394
ID: 398, Nombre: Ciudadano 398, Cédula: 1700000398
ID: 401, Nombre: Ciudadano 401, Cédula: 1700000401
ID: 402, Nombre: Ciudadano 402, Cédula: 1700000402
ID: 403, Nombre: Ciudadano 403, Cédula: 1700000403
ID: 407, Nombre: Ciudadano 407, Cédula: 1700000407
ID: 409, Nombre: Ciudadano 409, Cédula: 1700000409
ID: 412, Nombre: Ciudadano 412, Cédula: 1700000412
ID: 413, Nombre: Ciudadano 413, Cédula: 1700000413
ID: 414, Nombre: Ciudadano 414, Cédula: 1700000414
ID: 415, Nombre: Ciudadano 415, Cédula: 1700000415
ID: 419, Nombre: Ciudadano 419, Cédula: 1700000419
ID: 420, Nombre: Ciudadano 420, Cédula: 1700000420
ID: 421, Nombre: Ciudadano 421, Cédula: 1700000421
ID: 424, Nombre: Ciudadano 424, Cédula: 1700000424
ID: 425, Nombre: Ciudadano 425, Cédula: 1700000425
ID: 426, Nombre: Ciudadano 426, Cédula: 1700000426
ID: 427, Nombre: Ciudadano 427, Cédula: 1700000427
ID: 428, Nombre: Ciudadano 428, Cédula: 1700000428
ID: 429, Nombre: Ciudadano 429, Cédula: 1700000429
ID: 431, Nombre: Ciudadano 431, Cédula: 1700000431
ID: 433, Nombre: Ciudadano 433, Cédula: 1700000433
ID: 434, Nombre: Ciudadano 434, Cédula: 1700000434
ID: 435, Nombre: Ciudadano 435, Cédula: 1700000435
ID: 436, Nombre: Ciudadano 436, Cédula: 1700000436
ID: 437, Nombre: Ciudadano 437, Cédula: 1700000437
ID: 438, Nombre: Ciudadano 438, Cédula: 1700000438
ID: 440, Nombre: Ciudadano 440, Cédula: 1700000440
ID: 441, Nombre: Ciudadano 441, Cédula: 1700000441
ID: 445, Nombre: Ciudadano 445, Cédula: 1700000445
ID: 446, Nombre: Ciudadano 446, Cédula: 1700000446
ID: 447, Nombre: Ciudadano 447, Cédula: 1700000447
ID: 448, Nombre: Ciudadano 448, Cédula: 1700000448
ID: 450, Nombre: Ciudadano 450, Cédula: 1700000450
ID: 451, Nombre: Ciudadano 451, Cédula: 1700000451
ID: 453, Nombre: Ciudadano 453, Cédula: 1700000453
ID: 454, Nombre: Ciudadano 454, Cédula: 1700000454
ID: 455, Nombre: Ciudadano 455, Cédula: 1700000455
ID: 456, Nombre: Ciudadano 456, Cédula: 1700000456
ID: 457, Nombre: Ciudadano 457, Cédula: 1700000457
ID: 458, Nombre: Ciudadano 458, Cédula: 1700000458
ID: 460, Nombre: Ciudadano 460, Cédula: 1700000460
ID: 461, Nombre: Ciudadano 461, Cédula: 1700000461
ID: 462, Nombre: Ciudadano 462, Cédula: 1700000462
ID: 463, Nombre: Ciudadano 463, Cédula: 1700000463
ID: 465, Nombre: Ciudadano 465, Cédula: 1700000465
ID: 467, Nombre: Ciudadano 467, Cédula: 1700000467
ID: 470, Nombre: Ciudadano 470, Cédula: 1700000470
ID: 471, Nombre: Ciudadano 471, Cédula: 1700000471
ID: 473, Nombre: Ciudadano 473, Cédula: 1700000473
ID: 475, Nombre: Ciudadano 475, Cédula: 1700000475
ID: 477, Nombre: Ciudadano 477, Cédula: 1700000477
ID: 480, Nombre: Ciudadano 480, Cédula: 1700000480
ID: 481, Nombre: Ciudadano 481, Cédula: 1700000481
ID: 484, Nombre: Ciudadano 484, Cédula: 1700000484
ID: 486, Nombre: Ciudadano 486, Cédula: 1700000486
ID: 487, Nombre: Ciudadano 487, Cédula: 1700000487
ID: 488, Nombre: Ciudadano 488, Cédula: 1700000488
ID: 489, Nombre: Ciudadano 489, Cédula: 1700000489
ID: 490, Nombre: Ciudadano 490, Cédula: 1700000490
ID: 492, Nombre: Ciudadano 492, Cédula: 1700000492
ID: 493, Nombre: Ciudadano 493, Cédula: 1700000493
ID: 494, Nombre: Ciudadano 494, Cédula: 1700000494
ID: 496, Nombre: Ciudadano 496, Cédula: 1700000496
ID: 498, Nombre: Ciudadano 498, Cédula: 1700000498
ID: 499, Nombre: Ciudadano 499, Cédula: 1700000499
ID: 500, Nombre: Ciudadano 500, Cédula: 1700000500

CIUDADANOS CON AMBAS DOSIS (114 registros):
----------------------------------------------
ID: 105, Nombre: Ciudadano 105, Cédula: 1700000105
ID: 258, Nombre: Ciudadano 258, Cédula: 1700000258
ID: 264, Nombre: Ciudadano 264, Cédula: 1700000264
ID: 390, Nombre: Ciudadano 390, Cédula: 1700000390
ID: 173, Nombre: Ciudadano 173, Cédula: 1700000173
ID: 375, Nombre: Ciudadano 375, Cédula: 1700000375
ID: 300, Nombre: Ciudadano 300, Cédula: 1700000300
ID: 306, Nombre: Ciudadano 306, Cédula: 1700000306
ID: 223, Nombre: Ciudadano 223, Cédula: 1700000223
ID: 89, Nombre: Ciudadano 89, Cédula: 1700000089
ID: 449, Nombre: Ciudadano 449, Cédula: 1700000449
ID: 416, Nombre: Ciudadano 416, Cédula: 1700000416
ID: 423, Nombre: Ciudadano 423, Cédula: 1700000423
ID: 19, Nombre: Ciudadano 19, Cédula: 1700000019
ID: 155, Nombre: Ciudadano 155, Cédula: 1700000155
ID: 469, Nombre: Ciudadano 469, Cédula: 1700000469
ID: 406, Nombre: Ciudadano 406, Cédula: 1700000406
ID: 5, Nombre: Ciudadano 5, Cédula: 1700000005
ID: 79, Nombre: Ciudadano 79, Cédula: 1700000079
ID: 287, Nombre: Ciudadano 287, Cédula: 1700000287
ID: 212, Nombre: Ciudadano 212, Cédula: 1700000212
ID: 432, Nombre: Ciudadano 432, Cédula: 1700000432
ID: 7, Nombre: Ciudadano 7, Cédula: 1700000007
ID: 337, Nombre: Ciudadano 337, Cédula: 1700000337
ID: 396, Nombre: Ciudadano 396, Cédula: 1700000396
ID: 298, Nombre: Ciudadano 298, Cédula: 1700000298
ID: 468, Nombre: Ciudadano 468, Cédula: 1700000468
ID: 16, Nombre: Ciudadano 16, Cédula: 1700000016
ID: 296, Nombre: Ciudadano 296, Cédula: 1700000296
ID: 130, Nombre: Ciudadano 130, Cédula: 1700000130
ID: 58, Nombre: Ciudadano 58, Cédula: 1700000058
ID: 442, Nombre: Ciudadano 442, Cédula: 1700000442
ID: 64, Nombre: Ciudadano 64, Cédula: 1700000064
ID: 78, Nombre: Ciudadano 78, Cédula: 1700000078
ID: 21, Nombre: Ciudadano 21, Cédula: 1700000021
ID: 110, Nombre: Ciudadano 110, Cédula: 1700000110
ID: 443, Nombre: Ciudadano 443, Cédula: 1700000443
ID: 187, Nombre: Ciudadano 187, Cédula: 1700000187
ID: 84, Nombre: Ciudadano 84, Cédula: 1700000084
ID: 138, Nombre: Ciudadano 138, Cédula: 1700000138
ID: 495, Nombre: Ciudadano 495, Cédula: 1700000495
ID: 313, Nombre: Ciudadano 313, Cédula: 1700000313
ID: 160, Nombre: Ciudadano 160, Cédula: 1700000160
ID: 289, Nombre: Ciudadano 289, Cédula: 1700000289
ID: 137, Nombre: Ciudadano 137, Cédula: 1700000137
ID: 14, Nombre: Ciudadano 14, Cédula: 1700000014
ID: 43, Nombre: Ciudadano 43, Cédula: 1700000043
ID: 98, Nombre: Ciudadano 98, Cédula: 1700000098
ID: 491, Nombre: Ciudadano 491, Cédula: 1700000491
ID: 195, Nombre: Ciudadano 195, Cédula: 1700000195
ID: 243, Nombre: Ciudadano 243, Cédula: 1700000243
ID: 472, Nombre: Ciudadano 472, Cédula: 1700000472
ID: 184, Nombre: Ciudadano 184, Cédula: 1700000184
ID: 497, Nombre: Ciudadano 497, Cédula: 1700000497
ID: 91, Nombre: Ciudadano 91, Cédula: 1700000091
ID: 263, Nombre: Ciudadano 263, Cédula: 1700000263
ID: 350, Nombre: Ciudadano 350, Cédula: 1700000350
ID: 189, Nombre: Ciudadano 189, Cédula: 1700000189
ID: 127, Nombre: Ciudadano 127, Cédula: 1700000127
ID: 35, Nombre: Ciudadano 35, Cédula: 1700000035
ID: 483, Nombre: Ciudadano 483, Cédula: 1700000483
ID: 270, Nombre: Ciudadano 270, Cédula: 1700000270
ID: 479, Nombre: Ciudadano 479, Cédula: 1700000479
ID: 253, Nombre: Ciudadano 253, Cédula: 1700000253
ID: 81, Nombre: Ciudadano 81, Cédula: 1700000081
ID: 15, Nombre: Ciudadano 15, Cédula: 1700000015
ID: 410, Nombre: Ciudadano 410, Cédula: 1700000410
ID: 278, Nombre: Ciudadano 278, Cédula: 1700000278
ID: 39, Nombre: Ciudadano 39, Cédula: 1700000039
ID: 400, Nombre: Ciudadano 400, Cédula: 1700000400
ID: 161, Nombre: Ciudadano 161, Cédula: 1700000161
ID: 145, Nombre: Ciudadano 145, Cédula: 1700000145
ID: 439, Nombre: Ciudadano 439, Cédula: 1700000439
ID: 294, Nombre: Ciudadano 294, Cédula: 1700000294
ID: 408, Nombre: Ciudadano 408, Cédula: 1700000408
ID: 148, Nombre: Ciudadano 148, Cédula: 1700000148
ID: 482, Nombre: Ciudadano 482, Cédula: 1700000482
ID: 357, Nombre: Ciudadano 357, Cédula: 1700000357
ID: 31, Nombre: Ciudadano 31, Cédula: 1700000031
ID: 417, Nombre: Ciudadano 417, Cédula: 1700000417
ID: 444, Nombre: Ciudadano 444, Cédula: 1700000444
ID: 291, Nombre: Ciudadano 291, Cédula: 1700000291
ID: 474, Nombre: Ciudadano 474, Cédula: 1700000474
ID: 151, Nombre: Ciudadano 151, Cédula: 1700000151
ID: 320, Nombre: Ciudadano 320, Cédula: 1700000320
ID: 288, Nombre: Ciudadano 288, Cédula: 1700000288
ID: 131, Nombre: Ciudadano 131, Cédula: 1700000131
ID: 358, Nombre: Ciudadano 358, Cédula: 1700000358
